"","BNF_CODE","TOTAL_QUANTITY","POSTCODE","YEAR_MONTH","UNIDENTIFIED","PRACTICE_NAME","BNF_CHAPTER_PLUS_CODE","ACTUAL_COST","QUANTITY","REGIONAL_OFFICE_CODE","ITEMS","ADDRESS_4","AREA_TEAM_CODE","ADDRESS_2","ADDRESS_3","BNF_CHEMICAL_SUBSTANCE","ADQUSAGE","PCO_CODE","REGIONAL_OFFICE_NAME","NIC","CHEMICAL_SUBSTANCE_BNF_DESCR","PRACTICE_CODE","PCO_NAME","AREA_TEAM_NAME","BNF_DESCRIPTION","ADDRESS_1","STP_NAME","STP_CODE","ICB_NAME","ICB_CODE"
"533","0404000W0AAAAAA",60,"LE3 1HN",202003,FALSE,"HOCKLEY FARM MED PRACT (A NANA)","04: Central Nervous System",575.929,60,"Y55",1,NA,"Q59","39 HOCKLEY FARM ROAD","BRAUNSTONE, LEICESTER","0404000W0",0,"04C00","MIDLANDS AND EAST OF ENGLAND",620,"Pitolisant hydrochloride","C82053","LEICESTER CITY CCG","LEICESTERSHIRE & LINCOLNSHIRE AREA","Pitolisant 18mg tablets","HOCKLEY FARM MEDICAL PRAC",NA,NA,NA,NA
"534","0404000W0AAAAAA",30,"LE8 4NS",202003,FALSE,"NORTHFIELD MEDICAL CENTRE","04: Central Nervous System",287.9707,30,"Y55",1,"LEICESTERSHIRE","Q59","12 VILLERS COURT, BLABY","LEICESTER","0404000W0",0,"03W00","MIDLANDS AND EAST OF ENGLAND",310,"Pitolisant hydrochloride","C82068","EAST LEICESTERSHIRE AND RUTLAND CCG","LEICESTERSHIRE & LINCOLNSHIRE AREA","Pitolisant 18mg tablets","NORTHFIELD MEDICAL CENTRE",NA,NA,NA,NA
"535","0404000W0AAAAAA",60,"HX3 8AF",202003,FALSE,"DR CHIN AND PARTNERS","04: Central Nervous System",575.929,60,"Y54",1,"WEST YORKSHIRE","Q52","4 ROYDLANDS STREET","HIPPERHOLME, HALIFAX","0404000W0",0,"02T00","NORTH OF ENGLAND",620,"Pitolisant hydrochloride","B84008","CALDERDALE CCG","WEST YORKSHIRE AREA","Pitolisant 18mg tablets","KOS CLINIC",NA,NA,NA,NA
"536","0404000W0AAAAAA",30,"DN31 1QZ",202003,FALSE,"PELHAM MEDICAL GROUP","04: Central Nervous System",287.9707,30,"Y54",1,"GRIMSBY","Q50","CHURCH VIEW HEALTH CENTRE","CARTERGATE","0404000W0",0,"03H00","NORTH OF ENGLAND",310,"Pitolisant hydrochloride","B81016","NORTH EAST LINCOLNSHIRE CCG","NORTH YORKSHIRE AND HUMBER AREA","Pitolisant 18mg tablets","PELHAM MEDICAL GROUP",NA,NA,NA,NA
"537","0404000W0AAAAAA",60,"PE1 3HP",202003,FALSE,"THISTLEMOOR MEDICAL CENTRE","04: Central Nervous System",575.929,60,"Y55",1,"CAMBRIDGESHIRE","Q56","6-10 THISTLEMOOR ROAD","PETERBOROUGH","0404000W0",0,"06H00","MIDLANDS AND EAST OF ENGLAND",620,"Pitolisant hydrochloride","D81625","CAMBRIDGESHIRE AND PETERBOROUGH CCG","EAST ANGLIA AREA","Pitolisant 18mg tablets","THISTLEMOOR MED CENTRE",NA,NA,NA,NA
"538","0404000W0BBAAAA",56,"LE3 0QR",202003,FALSE,"WESTCOTES GP SURGERY (ONE)","04: Central Nervous System",537.74077,28,"Y55",2,NA,"Q59","2 WESTCOTES DRIVE","LEICESTER","0404000W0",0,"04C00","MIDLANDS AND EAST OF ENGLAND",578.66,"Pitolisant hydrochloride","C82059","LEICESTER CITY CCG","LEICESTERSHIRE & LINCOLNSHIRE AREA","Wakix 18mg tablets","WESTCOTES GP SURGERY (1)",NA,NA,NA,NA
"539","0404000W0AAAAAA",120,"DN33 3JF",202003,FALSE,"SCARTHO MEDICAL CENTRE","04: Central Nervous System",1171.85801,60,"Y54",2,NA,"Q50","SPRINGFIELD RD, SCARTHO","GRIMSBY","0404000W0",0,"03H00","NORTH OF ENGLAND",1240,"Pitolisant hydrochloride","B81030","NORTH EAST LINCOLNSHIRE CCG","NORTH YORKSHIRE AND HUMBER AREA","Pitolisant 18mg tablets","SCARTHO MEDICAL PRACTICE",NA,NA,NA,NA
"540","0404000W0AAAAAA",30,"LE9 7PB",202003,FALSE,"HEATH LANE SURGERY","04: Central Nervous System",287.9707,30,"Y55",1,"LEICESTERSHIRE","Q59","HEATH LANE","EARL SHILTON","0404000W0",0,"04V00","MIDLANDS AND EAST OF ENGLAND",310,"Pitolisant hydrochloride","C82121","WEST LEICESTERSHIRE CCG","LEICESTERSHIRE & LINCOLNSHIRE AREA","Pitolisant 18mg tablets","HEATH LANE SURGERY",NA,NA,NA,NA
"541","0404000W0AAAAAA",30,"PE29 3EZ",202003,FALSE,"THE HICKS GROUP PRACTICE","04: Central Nervous System",287.9707,30,"Y55",1,"CAMBRIDGESHIRE","Q56","75 ERMINE STREET","HUNTINGDON","0404000W0",0,"06H00","MIDLANDS AND EAST OF ENGLAND",310,"Pitolisant hydrochloride","D81050","CAMBRIDGESHIRE AND PETERBOROUGH CCG","EAST ANGLIA AREA","Pitolisant 18mg tablets","CHARLES HICKS CENTRE",NA,NA,NA,NA
"542","0404000W0AAAAAA",42,"DE15 9QD",202003,FALSE,"STAPENHILL MEDICAL CENTRE","04: Central Nervous System",403.25402,42,"Y55",1,"STAFFORDSHIRE","Q60","FYFIELD ROAD, STAPENHILL","BURTON-ON-TRENT","0404000W0",0,"05D00","MIDLANDS AND EAST OF ENGLAND",434,"Pitolisant hydrochloride","M83073","EAST STAFFORDSHIRE CCG","SHROPSHIRE AND STAFFORDSHIRE AREA","Pitolisant 18mg tablets","STAPENHILL MEDICAL CENTRE",NA,NA,NA,NA
"543","0404000W0AAAAAA",30,"CV34 5GJ",202003,FALSE,"AVONSIDE HEALTH CENTRE","04: Central Nervous System",287.9707,30,"Y55",1,NA,"Q53","PORTOBELLO WAY","WARWICK","0404000W0",0,"05R00","MIDLANDS AND EAST OF ENGLAND",310,"Pitolisant hydrochloride","M84010","SOUTH WARWICKSHIRE CCG","ARDEN,HEREFORDS & WORCESTER AREA","Pitolisant 18mg tablets","AVONSIDE HEALTH CENTRE",NA,NA,NA,NA
"544","0404000W0AAAAAA",60,"SS9 5UU",202003,FALSE,"EASTWOOD GROUP PRACTICE","04: Central Nervous System",575.929,60,"Y55",1,"ESSEX","Q57","1 RAYLEIGH RD, EASTWOOD","LEIGH-ON-SEA","0404000W0",0,"99G00","MIDLANDS AND EAST OF ENGLAND",620,"Pitolisant hydrochloride","F81128","SOUTHEND CCG","ESSEX  AREA","Pitolisant 18mg tablets","KENT ELMS HEALTH CENTRE",NA,NA,NA,NA
"545","0404000W0AAAAAA",30,"CV12 0AJ",202003,FALSE,"WOODLANDS SURGERY","04: Central Nervous System",287.9707,30,"Y55",1,"WARWICKSHIRE","Q53","BEDWORTH","NUNEATON","0404000W0",0,"05H00","MIDLANDS AND EAST OF ENGLAND",310,"Pitolisant hydrochloride","M84609","WARWICKSHIRE NORTH CCG","ARDEN,HEREFORDS & WORCESTER AREA","Pitolisant 18mg tablets","301 NEWTOWN ROAD",NA,NA,NA,NA
"546","0404000W0AAAAAA",60,"LE5 4BP",202003,FALSE,"EAST LEICESTER MED PRACT(S LONGWORTH)","04: Central Nervous System",595.929,60,"Y55",1,"LEICESTERSHIRE","Q59","131 UPPINGHAM ROAD","LEICESTER","0404000W0",0,"04C00","MIDLANDS AND EAST OF ENGLAND",620,"Pitolisant hydrochloride","C82063","LEICESTER CITY CCG","LEICESTERSHIRE & LINCOLNSHIRE AREA","Pitolisant 18mg tablets","EAST LEICESTER MED.PRACT",NA,NA,NA,NA
"547","0404000W0AAAAAA",30,"CA16 6QR",202003,FALSE,"APPLEBY MEDICAL PRACTICE","04: Central Nervous System",287.9707,30,"Y54",1,"CUMBRIA","Q49","CHAPEL STREET","APPLEBY","0404000W0",0,"01H00","NORTH OF ENGLAND",310,"Pitolisant hydrochloride","A82006","NORTH CUMBRIA CCG","CUMBRIA,NORTHUMB,TYNE & WEAR AREA","Pitolisant 18mg tablets","THE RIVERSIDE BUILDING",NA,NA,NA,NA
"548","0404000W0AAAAAA",60,"NE35 9AN",202003,FALSE,"DR THORNILEY-WALKER & PARTNERS","04: Central Nervous System",575.929,60,"Y54",1,"TYNE & WEAR","Q49","GIBSON COURT","BOLDON COLLIERY","0404000W0",0,"00N00","NORTH OF ENGLAND",620,"Pitolisant hydrochloride","A88009","SOUTH TYNESIDE CCG","CUMBRIA,NORTHUMB,TYNE & WEAR AREA","Pitolisant 18mg tablets","THE MEDICAL CENTRE",NA,NA,NA,NA
"549","0404000W0AAAAAA",56,"HG2 7SA",202003,FALSE,"KINGSWOOD SURGERY","04: Central Nervous System",537.63766,56,"Y54",1,"NORTH YORKSHIRE","Q50",NA,"HARROGATE","0404000W0",0,"03E00","NORTH OF ENGLAND",578.67,"Pitolisant hydrochloride","B82014","HARROGATE AND RURAL DISTRICT CCG","NORTH YORKSHIRE AND HUMBER AREA","Pitolisant 18mg tablets","14 WETHERBY ROAD",NA,NA,NA,NA
"550","0404000W0AAAAAA",120,"PE29 3EZ",202103,FALSE,"THE HICKS GROUP PRACTICE","04: Central Nervous System",1153.87191,60,"Y61",2,"CAMBRIDGESHIRE",NA,"75 ERMINE STREET","HUNTINGDON","0404000W0",0,"06H00","EAST OF ENGLAND",1240,"Pitolisant hydrochloride","D81050","CAMBRIDGESHIRE AND PETERBOROUGH CCG",NA,"Pitolisant 18mg tablets","CHARLES HICKS CENTRE","CAMBRIDGESHIRE & PETERBOROUGH STP","QUE",NA,NA
"551","0404000W0AAAAAA",14,"N4 3DU",202103,FALSE,"HANLEY PRIMARY CARE CENTRE","04: Central Nervous System",134.731,14,"Y56",1,"LONDON",NA,"51 HANLEY ROAD","ISLINGTON","0404000W0",0,"93C00","LONDON",144.67,"Pitolisant hydrochloride","Y01066","NORTH CENTRAL LONDON CCG",NA,"Pitolisant 18mg tablets","HANLEY PRIMARY CARE CTR","NORTH LONDON PARTNERS IN H&C STP","QMJ",NA,NA
"552","0404000W0AAAAAA",30,"CV12 0AJ",202103,FALSE,"WOODLANDS SURGERY","04: Central Nervous System",288.47418,30,"Y60",1,"WARWICKSHIRE",NA,"BEDWORTH","NUNEATON","0404000W0",0,"05H00","MIDLANDS",310,"Pitolisant hydrochloride","M84609","WARWICKSHIRE NORTH CCG",NA,"Pitolisant 18mg tablets","301 NEWTOWN ROAD","COVENTRY & WARWICKSHIRE STP","QWU",NA,NA
"553","0404000W0AAAAAA",60,"LE5 4BP",202103,FALSE,"EAST LEICESTER MED PRACT(S LONGWORTH)","04: Central Nervous System",576.93596,60,"Y60",1,"LEICESTERSHIRE",NA,"131 UPPINGHAM ROAD","LEICESTER","0404000W0",0,"04C00","MIDLANDS",620,"Pitolisant hydrochloride","C82063","LEICESTER CITY CCG",NA,"Pitolisant 18mg tablets","EAST LEICESTER MED.PRACT","LEICESTER, LEICESTERSHIRE & RUTLAND STP","QK1",NA,NA
"554","0404000W0AAAAAA",14,"M4 6EE",202103,FALSE,"NEW ISLINGTON MEDICAL CENTRE","04: Central Nervous System",134.731,14,"Y62",1,NA,NA,"OLD MILL STREET,ANCOATS","MANCHESTER","0404000W0",0,"14L00","NORTH WEST",144.67,"Pitolisant hydrochloride","P84064","MANCHESTER CCG",NA,"Pitolisant 18mg tablets","ANCOATS PRIMARY CARE CTRE","GREATER MANCHESTER HSC PARTNERSHIP STP","QOP",NA,NA
"555","0404000W0AAAAAA",30,"LE9 7PB",202103,FALSE,"HEATH LANE SURGERY","04: Central Nervous System",288.47418,30,"Y60",1,"LEICESTERSHIRE",NA,"HEATH LANE","EARL SHILTON","0404000W0",0,"04V00","MIDLANDS",310,"Pitolisant hydrochloride","C82121","WEST LEICESTERSHIRE CCG",NA,"Pitolisant 18mg tablets","HEATH LANE SURGERY","LEICESTER, LEICESTERSHIRE & RUTLAND STP","QK1",NA,NA
"556","0404000W0AAAAAA",30,"CV34 5GJ",202103,FALSE,"AVONSIDE HEALTH CENTRE","04: Central Nervous System",288.47418,30,"Y60",1,NA,NA,"PORTOBELLO WAY","WARWICK","0404000W0",0,"05R00","MIDLANDS",310,"Pitolisant hydrochloride","M84010","SOUTH WARWICKSHIRE CCG",NA,"Pitolisant 18mg tablets","AVONSIDE HEALTH CENTRE","COVENTRY & WARWICKSHIRE STP","QWU",NA,NA
"557","0404000W0AAAAAA",60,"BD22 8DH",202103,FALSE,"HAWORTH MEDICAL PRACTICE","04: Central Nervous System",576.93596,60,"Y63",1,NA,NA,"HEATHCLIFFE MEWS, HAWORTH","KEIGHLEY","0404000W0",0,"36J00","NORTH EAST AND YORKSHIRE",620,"Pitolisant hydrochloride","B83027","BRADFORD DISTRICT AND CRAVEN CCG",NA,"Pitolisant 18mg tablets","HAWORTH MEDICAL PRACTICE","W YORKSHIRE & HARROGATE H&C P/SHIP STP","QWO",NA,NA
"558","0404000W0AAAAAA",84,"TS23 2LS",202103,FALSE,"KINGSWAY MEDICAL CENTRE","04: Central Nervous System",807.80538,84,"Y63",1,"CLEVELAND",NA,"KINGSWAY","BILLINGHAM","0404000W0",0,"16C00","NORTH EAST AND YORKSHIRE",868,"Pitolisant hydrochloride","A81057","TEES VALLEY CCG",NA,"Pitolisant 18mg tablets","KINGSWAY MEDICAL CENTRE","CUMBRIA & NORTH EAST STP","QHM",NA,NA
"559","0404000W0AAAAAA",56,"HG2 7SA",202103,FALSE,"KINGSWOOD SURGERY","04: Central Nervous System",538.57749,56,"Y63",1,"NORTH YORKSHIRE",NA,NA,"HARROGATE","0404000W0",0,"42D00","NORTH EAST AND YORKSHIRE",578.67,"Pitolisant hydrochloride","B82014","NORTH YORKSHIRE CCG",NA,"Pitolisant 18mg tablets","14 WETHERBY ROAD","HUMBER, COAST & VALE STP","QOQ",NA,NA
"560","0404000W0AAAAAA",30,"DN31 1QZ",202103,FALSE,"PELHAM MEDICAL GROUP","04: Central Nervous System",288.47418,30,"Y63",1,"GRIMSBY",NA,"CHURCH VIEW HEALTH CENTRE","CARTERGATE","0404000W0",0,"03H00","NORTH EAST AND YORKSHIRE",310,"Pitolisant hydrochloride","B81016","NORTH EAST LINCOLNSHIRE CCG",NA,"Pitolisant 18mg tablets","PELHAM MEDICAL GROUP","HUMBER, COAST & VALE STP","QOQ",NA,NA
"561","0404000W0AAAAAA",56,"BD18 3EG",202103,FALSE,"SHIPLEY MEDICAL PRACTICE-AFFINITY CARE","04: Central Nervous System",538.92399,14,"Y63",4,NA,NA,"ALEXANDRA ROAD, SHIPLEY","BRADFORD","0404000W0",0,"36J00","NORTH EAST AND YORKSHIRE",578.68,"Pitolisant hydrochloride","B83063","BRADFORD DISTRICT AND CRAVEN CCG",NA,"Pitolisant 18mg tablets","SHIPLEY MEDICAL PRACTICE","W YORKSHIRE & HARROGATE H&C P/SHIP STP","QWO",NA,NA
"562","0404000W0AAAAAA",60,"LE2 6UL",202103,FALSE,"SAFFRON GROUP PRACTICE","04: Central Nervous System",576.93596,60,"Y60",1,"LEICESTERSHIRE",NA,"509 SAFFRON LANE","LEICESTER","0404000W0",0,"04C00","MIDLANDS",620,"Pitolisant hydrochloride","C82046","LEICESTER CITY CCG",NA,"Pitolisant 18mg tablets","SAFFRON GROUP PRACTICE","LEICESTER, LEICESTERSHIRE & RUTLAND STP","QK1",NA,NA
"563","0404000W0AAAAAA",56,"TS23 2LS",202103,FALSE,"KINGSWAY MEDICAL CENTRE","04: Central Nervous System",538.57749,56,"Y63",1,"CLEVELAND",NA,"KINGSWAY","BILLINGHAM","0404000W0",0,"16C00","NORTH EAST AND YORKSHIRE",578.67,"Pitolisant hydrochloride","A81057","TEES VALLEY CCG",NA,"Pitolisant 18mg tablets","KINGSWAY MEDICAL CENTRE","CUMBRIA & NORTH EAST STP","QHM",NA,NA
"564","0404000W0AAABAB",60,"TW5 9ER",202103,FALSE,"JERSEY PRACTICE","04: Central Nervous System",576.93596,60,"Y56",1,"MIDDLESEX",NA,"HESTON HEALTH CENTRE","CRANFORD LANE, HESTON","0404000W0",0,"07Y00","LONDON",620,"Pitolisant hydrochloride","E85681","HOUNSLOW CCG",NA,"Pitolisant 4.5mg tablets","THE JERSEY PRACTICE","NW LONDON HEALTH & CARE PARTNERSHIP STP","QRV",NA,NA
"565","0404000W0AAAAAA",56,"DE15 9QD",202103,FALSE,"STAPENHILL MEDICAL CENTRE","04: Central Nervous System",538.57749,56,"Y60",1,"STAFFORDSHIRE",NA,"FYFIELD ROAD, STAPENHILL","BURTON-ON-TRENT","0404000W0",0,"05D00","MIDLANDS",578.67,"Pitolisant hydrochloride","M83073","EAST STAFFORDSHIRE CCG",NA,"Pitolisant 18mg tablets","STAPENHILL MEDICAL CENTRE","STAFFORDSHIRE & STOKE ON TRENT STP","QNC",NA,NA
"566","0404000W0AAAAAA",60,"HX3 8AF",202103,FALSE,"DR CHIN AND PARTNERS","04: Central Nervous System",576.93596,60,"Y63",1,"WEST YORKSHIRE",NA,"4 ROYDLANDS STREET","HIPPERHOLME, HALIFAX","0404000W0",0,"02T00","NORTH EAST AND YORKSHIRE",620,"Pitolisant hydrochloride","B84008","CALDERDALE CCG",NA,"Pitolisant 18mg tablets","KOS CLINIC","W YORKSHIRE & HARROGATE H&C P/SHIP STP","QWO",NA,NA
"567","0404000W0AAABAB",30,"SK9 5HX",202103,FALSE,"WILMSLOW HEALTH CENTRE","04: Central Nervous System",288.47418,30,"Y62",1,"CHESHIRE",NA,"CHAPEL LANE","WILMSLOW","0404000W0",0,"27D00","NORTH WEST",310,"Pitolisant hydrochloride","N81086","CHESHIRE CCG",NA,"Pitolisant 4.5mg tablets","WILMSLOW HEALTH CENTRE","CHESHIRE & MERSEYSIDE STP","QYG",NA,NA
"568","0404000W0AAAAAA",60,"TS12 2FF",202103,FALSE,"BROTTON SURGERY","04: Central Nervous System",576.93596,60,"Y63",1,NA,NA,"ALFORD ROAD,BROTTON","SALTBURN BY SEA","0404000W0",0,"16C00","NORTH EAST AND YORKSHIRE",620,"Pitolisant hydrochloride","A81013","TEES VALLEY CCG",NA,"Pitolisant 18mg tablets","BROTTON SURGERY","CUMBRIA & NORTH EAST STP","QHM",NA,NA
"569","0404000W0AAAAAA",60,"PE1 3HP",202103,FALSE,"THISTLEMOOR MEDICAL CENTRE","04: Central Nervous System",576.93596,60,"Y61",1,"CAMBRIDGESHIRE",NA,"6-10 THISTLEMOOR ROAD","PETERBOROUGH","0404000W0",0,"06H00","EAST OF ENGLAND",620,"Pitolisant hydrochloride","D81625","CAMBRIDGESHIRE AND PETERBOROUGH CCG",NA,"Pitolisant 18mg tablets","THISTLEMOOR MED CENTRE","CAMBRIDGESHIRE & PETERBOROUGH STP","QUE",NA,NA
"570","0404000W0AAAAAA",30,"TW5 9ER",202103,FALSE,"JERSEY PRACTICE","04: Central Nervous System",288.47418,30,"Y56",1,"MIDDLESEX",NA,"HESTON HEALTH CENTRE","CRANFORD LANE, HESTON","0404000W0",0,"07Y00","LONDON",310,"Pitolisant hydrochloride","E85681","HOUNSLOW CCG",NA,"Pitolisant 18mg tablets","THE JERSEY PRACTICE","NW LONDON HEALTH & CARE PARTNERSHIP STP","QRV",NA,NA
"571","0404000W0AAAAAA",60,"DN33 3JF",202103,FALSE,"SCARTHO MEDICAL CENTRE","04: Central Nervous System",663.43596,60,"Y63",1,NA,NA,"SPRINGFIELD RD, SCARTHO","GRIMSBY","0404000W0",0,"03H00","NORTH EAST AND YORKSHIRE",620,"Pitolisant hydrochloride","B81030","NORTH EAST LINCOLNSHIRE CCG",NA,"Pitolisant 18mg tablets","SCARTHO MEDICAL PRACTICE","HUMBER, COAST & VALE STP","QOQ",NA,NA
"572","0404000W0AAAAAA",30,"SK9 5HX",202103,FALSE,"WILMSLOW HEALTH CENTRE","04: Central Nervous System",288.47418,30,"Y62",1,"CHESHIRE",NA,"CHAPEL LANE","WILMSLOW","0404000W0",0,"27D00","NORTH WEST",310,"Pitolisant hydrochloride","N81086","CHESHIRE CCG",NA,"Pitolisant 18mg tablets","WILMSLOW HEALTH CENTRE","CHESHIRE & MERSEYSIDE STP","QYG",NA,NA
"573","0404000W0AAAAAA",60,"NE35 9AN",202103,FALSE,"DR THORNILEY-WALKER & PARTNERS","04: Central Nervous System",576.93596,60,"Y63",1,"TYNE & WEAR",NA,"GIBSON COURT","BOLDON COLLIERY","0404000W0",0,"00N00","NORTH EAST AND YORKSHIRE",620,"Pitolisant hydrochloride","A88009","SOUTH TYNESIDE CCG",NA,"Pitolisant 18mg tablets","THE MEDICAL CENTRE","CUMBRIA & NORTH EAST STP","QHM",NA,NA
"574","0404000W0AAAAAA",60,"LE3 1HN",202103,FALSE,"HOCKLEY FARM MED PRACT (A NANA)","04: Central Nervous System",576.93596,60,"Y60",1,NA,NA,"39 HOCKLEY FARM ROAD","BRAUNSTONE, LEICESTER","0404000W0",0,"04C00","MIDLANDS",620,"Pitolisant hydrochloride","C82053","LEICESTER CITY CCG",NA,"Pitolisant 18mg tablets","HOCKLEY FARM MEDICAL PRAC","LEICESTER, LEICESTERSHIRE & RUTLAND STP","QK1",NA,NA
"575","0404000W0BBAAAA",84,"LE3 0QR",202103,FALSE,"WESTCOTES GP SURGERY (ONE)","04: Central Nervous System",808.02087,28,"Y60",3,NA,NA,"2 WESTCOTES DRIVE","LEICESTER","0404000W0",0,"04C00","MIDLANDS",867.99,"Pitolisant hydrochloride","C82059","LEICESTER CITY CCG",NA,"Wakix 18mg tablets","WESTCOTES GP SURGERY (1)","LEICESTER, LEICESTERSHIRE & RUTLAND STP","QK1",NA,NA
"576","0404000W0AAAAAA",60,"DA1 2HA",202103,FALSE,"DARTFORD WEST HEALTH CENTRE","04: Central Nervous System",576.93596,60,"Y59",1,"KENT",NA,"DARTFORD WEST H/CTR","DARTFORD","0404000W0",0,"91Q00","SOUTH EAST",620,"Pitolisant hydrochloride","G82185","KENT AND MEDWAY CCG",NA,"Pitolisant 18mg tablets","REDWOOD PRACTICE","KENT & MEDWAY STP","QKS",NA,NA
"577","0404000W0AAAAAA",60,"PO15 6QA",202103,FALSE,"GUDGEHEATH LANE SURGERY","04: Central Nervous System",576.93596,60,"Y59",1,"HAMPSHIRE",NA,"187 GUDGE HEATH LANE","FAREHAM","0404000W0",0,"10K00","SOUTH EAST",620,"Pitolisant hydrochloride","J82033","FAREHAM AND GOSPORT CCG",NA,"Pitolisant 18mg tablets","THE SURGERY","HAMPSHIRE & THE ISLE OF WIGHT STP","QRL",NA,NA
"578","0404000W0BBAAAA",60,"LE8 4NS",202103,FALSE,"NORTHFIELD MEDICAL CENTRE","04: Central Nervous System",576.94836,30,"Y60",2,"LEICESTERSHIRE",NA,"12 VILLERS COURT, BLABY","LEICESTER","0404000W0",0,"03W00","MIDLANDS",620,"Pitolisant hydrochloride","C82068","EAST LEICESTERSHIRE AND RUTLAND CCG",NA,"Wakix 18mg tablets","NORTHFIELD MEDICAL CENTRE","LEICESTER, LEICESTERSHIRE & RUTLAND STP","QK1",NA,NA
"579","0404000W0AAAAAA",28,"M23 9AB",202203,FALSE,"THE PARK MEDICAL CENTRE","04: Central Nervous System",270.6844,28,"Y62",1,"WYTHENSHAW, MANCHESTER",NA,"434 ALTRINCHAM ROAD","BAGULEY","0404000W0",0,"14L00","NORTH WEST",289.33,"Pitolisant hydrochloride","P84045","MANCHESTER CCG",NA,"Pitolisant 18mg tablets","PARK MEDICAL CENTRE","GREATER MANCHESTER HSC PARTNERSHIP STP","QOP",NA,NA
"580","0404000W0AAAAAA",60,"DN33 3JF",202203,FALSE,"SCARTHO MEDICAL CENTRE","04: Central Nervous System",666.31623,60,"Y63",1,NA,NA,"SPRINGFIELD RD, SCARTHO","GRIMSBY","0404000W0",0,"03H00","NORTH EAST AND YORKSHIRE",620,"Pitolisant hydrochloride","B81030","NORTH EAST LINCOLNSHIRE CCG",NA,"Pitolisant 18mg tablets","SCARTHO MEDICAL PRACTICE","HUMBER, COAST & VALE STP","QOQ",NA,NA
"581","0404000W0AAAAAA",60,"LE3 1HN",202203,FALSE,"HOCKLEY FARM MED PRACT (A NANA)","04: Central Nervous System",579.81623,60,"Y60",1,NA,NA,"39 HOCKLEY FARM ROAD","BRAUNSTONE, LEICESTER","0404000W0",0,"04C00","MIDLANDS",620,"Pitolisant hydrochloride","C82053","LEICESTER CITY CCG",NA,"Pitolisant 18mg tablets","HOCKLEY FARM MEDICAL PRAC","LEICESTER, LEICESTERSHIRE & RUTLAND STP","QK1",NA,NA
"582","0404000W0BBAAAA",28,"LE3 0QR",202203,FALSE,"WESTCOTES GP SURGERY (ONE)","04: Central Nervous System",270.6844,28,"Y60",1,NA,NA,"2 WESTCOTES DRIVE","LEICESTER","0404000W0",0,"04C00","MIDLANDS",289.33,"Pitolisant hydrochloride","C82059","LEICESTER CITY CCG",NA,"Wakix 18mg tablets","WESTCOTES GP SURGERY (1)","LEICESTER, LEICESTERSHIRE & RUTLAND STP","QK1",NA,NA
"583","0404000W0AAAAAA",60,"HU17 5NL",202203,FALSE,"LEVEN & BEEFORD MEDICAL PRACTICE","04: Central Nervous System",579.81623,60,"Y63",1,"BEVERLEY",NA,"29 HIGH STILE","LEVEN","0404000W0",0,"02Y00","NORTH EAST AND YORKSHIRE",620,"Pitolisant hydrochloride","B81034","EAST RIDING OF YORKSHIRE CCG",NA,"Pitolisant 18mg tablets","LEVEN & BEEFORD MED/PRAC","HUMBER, COAST & VALE STP","QOQ",NA,NA
"584","0404000W0AAAAAA",60,"LE67 3FA",202203,FALSE,"THE SURGERY","04: Central Nervous System",579.81623,60,"Y60",1,"LEICESTER",NA,"WHITWICK ROAD","COALVILLE","0404000W0",0,"04V00","MIDLANDS",620,"Pitolisant hydrochloride","C82045","WEST LEICESTERSHIRE CCG",NA,"Pitolisant 18mg tablets","THE SURGERY","LEICESTER, LEICESTERSHIRE & RUTLAND STP","QK1",NA,NA
"585","0404000W0AAAAAA",30,"LE9 7PB",202203,FALSE,"HEATH LANE SURGERY","04: Central Nervous System",289.91431,30,"Y60",1,"LEICESTERSHIRE",NA,"HEATH LANE","EARL SHILTON","0404000W0",0,"04V00","MIDLANDS",310,"Pitolisant hydrochloride","C82121","WEST LEICESTERSHIRE CCG",NA,"Pitolisant 18mg tablets","HEATH LANE SURGERY","LEICESTER, LEICESTERSHIRE & RUTLAND STP","QK1",NA,NA
"586","0404000W0AAAAAA",90,"LE10 2SE",202203,FALSE,"THE BURBAGE SURGERY","04: Central Nervous System",869.71814,90,"Y60",1,"LEICESTERSHIRE",NA,"TILTON ROAD, BURBAGE","NR.HINCKLEY","0404000W0",0,"04V00","MIDLANDS",930,"Pitolisant hydrochloride","C82054","WEST LEICESTERSHIRE CCG",NA,"Pitolisant 18mg tablets","THE BURBAGE SURGERY","LEICESTER, LEICESTERSHIRE & RUTLAND STP","QK1",NA,NA
"587","0404000W0AAAAAA",60,"LE2 7HX",202203,FALSE,"DE MONTFORT SURGERY","04: Central Nervous System",579.81623,60,"Y60",1,NA,NA,"STUDENT HC, 100 MILL LANE","LEICESTER","0404000W0",0,"04C00","MIDLANDS",620,"Pitolisant hydrochloride","C82020","LEICESTER CITY CCG",NA,"Pitolisant 18mg tablets","DE MONTFORT SURGERY","LEICESTER, LEICESTERSHIRE & RUTLAND STP","QK1",NA,NA
