PRACTICE_CODE,PRACTICE_NAME,STP_CODE
G85028,STOCKWELL GROUP PRACTICE,QKK
G85029,FALMOUTH ROAD GROUP PRACTICE,QKK
G85030,PARKSIDE MEDICAL CENTRE,QKK
G85031,DMC CHADWICK ROAD,QKK
G85032,TORRIDON ROAD MEDICAL PRACTICE,QKK
G85034,NEXUS HEALTH GROUP,QKK
G85035,MORDEN HILL SURGERY,QKK
G85038,ST JOHNS MEDICAL CENTRE,QKK
G85039,PAXTON GREEN GROUP PRACTICE,QKK
G85040,QUEENS ROAD SURGERY,QKK
G85041,PALACE ROAD SURGERY,QKK
G85042,ST GILES SURGERY,QKK
G85044,VALLEY ROAD SURGERY,QKK
G85045,HETHERINGTON GROUP PRACTICE,QKK
G85046,LEE ROAD SURGERY,QKK
G85047,KNIGHTS HILL SURGERY SUITE 1,QKK
G85051,ELM LODGE SURGERY,QKK
G85052,OLD KENT ROAD SURGERY,QKK
G85053,HURLEY AND RIVERSIDE PRACTICES,QKK
G85054,LAMBETH WALK GROUP PRACTICE,QKK
G85055,HILLY FIELDS MEDICAL CENTRE,QKK
G85057,DOWNHAM FAMILY MEDICAL PRACTICE,QKK
G85061,WOOLSTONE MEDICAL CENTRE,QKK
G85073,VASSALL MEDICAL CENTRE,QKK
G85076,NEW CROSS CENTRE (HURLEY GROUP),QKK
G85082,DR RHK SINHA'S PRACTICE,QKK
G85083,SANDMERE PRACTICE,QKK
G85084,PENROSE SURGERY,QKK
G85085,GROVE MEDICAL CENTRE,QKK
G85086,THE SOUTH LAMBETH RD PRACTICE,QKK
G85087,SILVERLOCK MEDICAL CENTRE,QKK
G85089,HONOR OAK GROUP PRACTICE,QKK
G85091,THE THREE ZERO SIX MEDICAL CENTRE,QKK
G85096,THE VALE SURGERY,QKK
G85100,BECKETT HOUSE PRACTICE,QKK
G85102,THE VAUXHALL SURGERY,QKK
G85104,ICO HEALTH GROUP,QKK
G85105,VESTA ROAD SURGERY,QKK
G85106,DR KK MISRA'S PRACTICE,QKK
G85109,CLAPHAM PARK GROUP PRACTICE,QKK
G85114,WELLS PARK PRACTICE,QKK
G85118,STREATHAM PLACE SURGERY,QKK
G85119,STERNHALL LANE SURGERY,QKK
G85120,TRIANGLE GROUP PRACTICE,QKK
G85121,PARKVIEW SURGERY,QKK
G85123,BINFIELD ROAD SURGERY,QKK
G85124,BELLINGHAM GREEN SURGERY,QKK
G85125,PARK MEDICAL CENTRE,QKK
G85127,THE CORNER SURGERY,QKK
G85129,THE DEERBROOK SURGERY,QKK
G85130,MAWBEY GROUP PRACTICE,QKK
G85132,TESSA JOWELL GP SURGERY,QKK
G85134,THE LISTER PRIMARY CARE CENTRE,QKK
G85135,MINET GREEN HEALTH PRACTICE,QKK
G85136,WATERLOO HEALTH CENTRE,QKK
G85137,BROCKWELL PARK SURGERY,QKK
G85138,ALBION STREET GROUP PRACTICE,QKK
G85623,BERMONDSEY SPA MEDICAL CENTRE,QKK
G85632,THE VILLA STREET MEDICAL CENTRE,QKK
G85633,NOVUM HEALTH PARTNERSHIP,QKK
G85642,BLACKFRIARS MEDICAL PRACTICE,QKK
G85644,THE GARDENS SURGERY,QKK
G85647,THE EXCHANGE SURGERY,QKK
G85651,THE DULWICH MEDICAL CENTRE,QKK
G85662,THE STREATHAM HILL GROUP PRACTICE,QKK
G85673,SPRINGFIELD MEDICAL CENTRE,QKK
G85674,GRAFTON SQUARE SURGERY,QKK
G85681,THE LORDSHIP LANE SURGERY,QKK
G85685,THE NUNHEAD SURGERY,QKK
G85690,HERNE HILL ROAD MEDICAL PRACTICE,QKK
G85695,AKERMAN MEDICAL PRACTICE,QKK
G85696,VALE MEDICAL CENTRE,QKK
G85698,AMERSHAM VALE TRAINING PRACTICE,QKK
G85705,THE NEW MILL STREET SURGERY,QKK
G85706,THE OLD DAIRY HEALTH CENTRE,QKK
G85708,DR CURRAN & PARTNERS,QKK
G85711,DEPTFORD SURGERY,QKK
G85715,THE LISTER PRACTICE,QKK
G85716,OAKVIEW FAMILY PRACTICE,QKK
G85721,DR AT BRADFORD'S PRACTICE,QKK
G85722,WOODLANDS HEALTH CENTRE,QKK
G85724,EDITH CAVELL PRACTICE,QKK
G85726,ST GILES SURGERY DR PATEL,QKK
G85727,NIGHTINGALE SURGERY,QKK
G85736,DEPTFORD MEDICAL CENTRE,QKK
H81002,KNOWLE GREEN MEDICAL,QXU
H81003,SUNBURY GROUP PRACTICE,QXU
H81004,SHEPPERTON MEDICAL PRACTICE,QXU
H81005,POND TAIL SURGERY,QXU
H81006,AUSTEN ROAD SURGERY,QXU
H81007,ROWAN TREE PRACTICE,QXU
H81009,STUDHOLME MEDICAL CENTRE,QXU
H81010,GUILDOWNS GROUP PRACTICE,QXU
H81011,NORK CLINIC,QXU
H81013,BARTLETT GROUP PRACTICE,QNQ
H81015,CHOBHAM & WEST END MEDICAL PRACTICE,QXU
H81016,FAIRFIELD MEDICAL CENTRE,QXU
H81017,ASHLEA MEDICAL PRACTICE,QXU
H81019,SUNNY MEED SURGERY,QXU
H81020,FORT HOUSE SURGERY,QXU
H81021,THE MILL MEDICAL PRACTICE,QXU
H81022,CHIDDINGFOLD SURGERY,QXU
H81023,LINGFIELD SURGERY,QXU
H81024,GOLDSWORTH PARK HEALTH CENTRE,QXU
H81025,ST JOHN'S FAMILY PRACTICE,QXU
H81026,BINSCOMBE MEDICAL CENTRE,QXU
H81027,THE FERNS MEDICAL PRACTICE,QNQ
H81028,DORKING MEDICAL PRACTICE,QXU
H81029,DAPDUNE HOUSE SURGERY,QXU
H81030,GREYSTONE HOUSE SURGERY,QXU
H81031,WITLEY SURGERY,QXU
H81032,HEATHCOT MEDICAL PRACTICE,QXU
H81033,CHERTSEY HEALTH CENTRE,QXU
H81034,MADEIRA MEDICAL,QXU
H81035,MERROW PARK SURGERY,QXU
H81036,PARISHES BRIDGE MED.PRACT,QXU
H81037,BIRCHWOOD MEDICAL PRACTICE,QXU
H81038,LITTLETON SURGERY,QXU
H81039,PARK HOUSE SURGERY,QNQ
H81040,STATION ROAD SURGERY,QNQ
H81041,SOUTHVIEW MEDICAL PRACTICE,QXU
H81042,CROUCH OAK FAMILY PRACTICE,QXU
H81043,WONERSH SURGERY,QXU
H81044,SPRINGFIELD SURGERY,QXU
H81045,CATERHAM VALLEY MED.PRACT,QXU
H81046,WAYSIDE MEDICAL PRACTICE,QXU
H81047,RUNNYMEDE MEDICAL PRACTICE,QNQ
H81048,HOLMHURST MEDICAL CENTRE,QXU
H81050,WEY FAMILY PRACTICE,QXU
H81051,DERBY MEDICAL CENTRE,QXU
H81052,CRANLEIGH MEDICAL PRACTICE,QXU
H81053,VILLAGES MEDICAL CTR,QXU
H81055,HAWTHORNS SURGERY,QXU
H81056,OXTED HEALTH CENTRE,QXU
H81057,FORDBRIDGE MEDICAL CENTRE,QXU
H81058,WOODLANDS ROAD MEDICAL CENTRE,QXU
H81060,TOWNHILL MEDICAL PRACTICE,QXU
H81061,HILLVIEW MEDICAL CENTRE,QXU
H81062,HASLEMERE HEALTH CENTRE,QXU
H81064,FAIRLANDS MEDICAL PRACTICE,QXU
H81065,HERSHAM SURGERY,QXU
H81066,GROVE MEDICAL CENTRE,QXU
H81067,COBHAM HEALTH CENTRE,QXU
H81068,BROCKWOOD MEDICAL PRACTICE,QXU
H81069,PARK ROAD GROUP PRACTICE,QNQ
H81070,HEATHCOTE MEDICAL CENTRE,QXU
H81071,ASHLEY CENTRE SURGERY,QXU
H81072,MEDWYN SURGERY,QXU
H81073,CHURCH STREET PRACTICE,QXU
H81074,ST STEPHENS HOUSE SURGERY,QXU
H81075,UPPER GORDON ROAD SURGERY,QNQ
H81076,GRAYSHOTT SURGERY,QXU
H81077,SHERESURGERYANDDISPENSARY,QXU
H81078,GLENLYN MEDICAL CENTRE,QXU
H81079,STAINES THAMESIDE MEDICAL,QXU
H81080,LONGCROFT CLINIC,QXU
H81081,TADWORTH MEDICAL CENTRE,QXU
H81082,CAMBERLEY HEALTH CENTRE,QNQ
H81083,MOAT HOUSE SURGERY,QXU
H81084,THE HORSLEY MEDICAL PRACTICE,QXU
H81085,ST. LUKE'S SURGERY,QXU
H81086,THORKHILL SURGERY,QXU
H81087,ST DAVID'S FAMILY PRACTICE,QXU
H81088,DOWNING STREET GROUP PRACTICE,QNQ
H81089,THE WALL HOUSE SURGERY,QXU
H81090,WOODBRIDGE HILL SURGERY,QXU
H81091,SPRING STREET SURGERY,QXU
H81094,THE RED PRACTICE WALTON,QXU
H81095,THE YELLOW PRACTICE,QXU
H81097,RIVER WEY MEDICAL PRACTICE,QNQ
H81099,ESHER GREEN SURGERY,QXU
H81103,EASTWICK PARK MED.PRACT.,QXU
H81104,STANWELL ROAD SURGERY,QXU
H81107,OXSHOTT MEDICAL PRACTICE,QXU
H81109,CAPELFIELD SURGERY,QXU
H81110,HOLLY TREE SURGERY,QNQ
H81111,VIRGINIA WATER MEDICAL PRACTICE,QXU
H81113,LEITH HILL PRACTICE,QXU
H81116,ELIZABETH HOUSE MEDICAL PRACTICE,QXU
H81119,WARLINGHAM GREEN MED PRAC,QXU
H81122,HYTHE MEDICAL CENTRE SURGERY,QXU
H81123,SHEERWATER HEALTH CENTRE,QXU
H81126,TATTENHAM HEALTH CENTRE,QXU
H81128,VINE MEDICAL CENTRE,QXU
H81129,PIRBRIGHT SURGERY,QXU
H81130,LIGHTWATER SURGERY,QNQ
H81131,DR S MORCOS,QXU
H81132,GUILDFORD RIVERS PRACTICE,QXU
H81133,THE INTEGRATED CARE PARTNERSHIP,QXU
H81134,STAINES HEALTH GROUP,QXU
H81613,STONELEIGH SURGERY,QXU
H81615,FARNHAM DENE MEDICAL PRACTICE,QNQ
H81618,MOLEBRIDGE PRACTICE,QXU
H81632,THE ORCHARD SURGERY,QXU
H81638,SMALLFIELD SURGERY,QXU
H81641,THE PRACTICE COLLEGE ROAD,QXU
H81642,UPPER HALLIFORD MEDICAL CENTRE,QXU
H81643,MAYBURY SURGERY,QXU
H81644,FOUNTAIN PRACTICE,QXU
H81647,NEW INN SURGERY,QXU
H81656,SHADBOLT PARK HOUSE SURG,QXU
H81658,NEW OTTERSHAW SURGERY,QXU
H81663,ASHLEY MEDICAL PRACTICE,QXU
H81672,LANTERN SURGERY,QXU
H82003,MEADOWS SURGERY,QNX
H82004,COWFOLD SURGERY,QNX
H82005,CUCKFIELD MEDICAL CENTRE,QNX
H82006,THE PETWORTH SURGERY,QNX
H82007,WESTCOURT MEDICAL CENTRE,QNX
H82008,SHIP STREET SURGERY,QNX
H82009,ST. LAWRENCE SURGERY,QNX
H82010,JUDGES CLOSE SURGERY,QNX
H82011,STRAND MEDICAL GROUP,QNX
H82012,LEACROFT MEDICAL PRACTICE,QNX
H82013,LANGLEY HOUSE SURGERY,QNX
H82014,COPPICE SURGERY,QNX
H82016,BERSTED GREEN SURGERY,QNX
H82017,PARK SURGERY,QNX
H82020,BOGNOR MEDICAL CENTRE,QNX
H82021,ARUNDEL SURGERY,QNX
H82022,STEYNING HEALTH CENTRE,QNX
H82023,HARBOUR VIEW HEALTHCARE,QNX
H82025,WOODLANDS&CLERKLANDS PARTNERSHIP,QNX
H82026,SAXONBROOK MEDICAL CENTRE,QNX
H82027,RUDGWICK MEDICAL CENTRE,QNX
H82028,THE COURTYARD SURGERY,QNX
H82029,THE MANOR PRACTICE,QNX
H82030,PULBOROUGH MEDICAL GROUP,QNX
H82031,LOXWOOD SURGERY,QNX
H82032,RIVERBANK MEDICAL CENTRE,QNX
H82033,GOSSOPS GREEN MEDICAL CTR,QNX
H82034,LIME TREE SURGERY,QNX
H82035,LINDFIELD MEDICAL CENTRE,QNX
H82036,ORCHARD SURGERY,QNX
H82037,SELSEY MEDICAL PRACTICE,QNX
H82038,FLANSHAM PARK HEALTH CENTRE,QNX
H82039,PARK SURGERY,QNX
H82040,CRAWLEY DOWN HEALTH CENTRE,QNX
H82041,VICTORIA ROAD SURGERY,QNX
H82042,CATHEDRAL MEDICAL GROUP,QNX
H82043,GROVE HOUSE SURGERY,QNX
H82044,DOLPHINS PRACTICE,QNX
H82045,WORTHING MEDICAL GROUP,QNX
H82046,BROADWATER MEDICAL CENTRE,QNX
H82047,BRIDGE MEDICAL CENTRE,QNX
H82048,AVISFORD MEDICAL GROUP,QNX
H82049,PARKLANDS SURGERY,QNX
H82050,IFIELD MEDICAL PRACTICE,QNX
H82051,LAVANT ROAD SURGERY,QNX
H82052,POUND HILL MEDICAL GROUP,QNX
H82053,FURNACE GREEN SURGERY,QNX
H82055,BILLINGSHURST SURGERY,QNX
H82056,NEWTONS PRACTICE,QNX
H82057,MID SUSSEX HEALTH CARE,QNX
H82058,MAYWOOD HEALTH CARE CENTRE,QNX
H82059,WILLOW GREEN SURGERY,QNX
H82060,HENFIELD MEDICAL CENTRE,QNX
H82061,SELDEN MEDICAL CENTRE,QNX
H82063,MOATFIELD SURGERY,QNX
H82064,SOUTHGATE MEDICAL GROUP,QNX
H82065,BALL TREE SURGERY,QNX
H82066,FITZALAN MEDICAL GROUP,QNX
H82067,TANGMERE MEDICAL CENTRE,QNX
H82070,GLEBE SURGERY,QNX
H82072,SILVERDALE PRACTICE,QNX
H82076,CORNERWAYS SURGERY,QNX
H82077,THE CROFT SURGERY,QNX
H82078,SOUTHBOURNE SURGERY,QNX
H82083,NORTHBOURNE MEDICAL CENTRE,QNX
H82084,BROW MEDICAL CENTRE,QNX
H82087,BARN SURGERY,QNX
H82088,BEWBUSH MEDICAL CENTRE,QNX
H82089,RIVERSIDE SURGERY,QNX
H82091,NEW POND ROW SURGERY,QNX
H82092,VILLAGE SURGERY,QNX
H82095,WITTERINGS MEDICAL CENTRE,QNX
H82096,THE ORCHARD SURGERY,QNX
H82098,COACHMANS MEDICAL PRACTICE,QNX
H82099,WEST MEADS SURGERY,QNX
H82100,NORTHLANDS WOOD SURGERY,QNX
H82615,OUSE VALLEY PRACTICE,QNX
H82621,PARK VIEW HEALTH PARTNERSHIP,QNX
H82640,HOLBROOK SURGERY,QNX
H83001,PORTLAND MEDICAL CENTRE,QWE
H83004,THE FARLEY ROAD MEDICAL PRACTICE,QWE
H83005,UPPER NORWOOD GROUP PRACTICE,QWE
H83006,NEW ADDINGTON GROUP PRACTICE,QWE
H83007,VIOLET LANE MEDICAL PRACTICE,QWE
H83008,THE ADDISCOMBE SURGERY,QWE
H83009,NORBURY HEALTH CENTRE (02),QWE
H83010,SOUTH NORWOOD HILL MEDICAL CENTRE,QWE
H83011,NORTH CROYDON MEDICAL CENTRE,QWE
H83012,ST. JAMES'S MEDICAL CENTRE,QWE
H83013,OLD COULSDON MEDICAL PRACTICE,QWE
H83014,QUEENHILL MEDICAL PRACTICE,QWE
H83015,PARKSIDE GROUP PRACTICE,QWE
H83016,KESTON MEDICAL PRACTICE,QWE
H83017,BRIGSTOCK & SOUTH NORWOOD PARTNERSHIP,QWE
H83018,SELSDON PARK MEDICAL PRACTICE,QWE
H83019,FRIENDS ROAD MEDICAL PRACTICE,QWE
H83020,EVERSLEY MEDICAL CENTRE,QWE
H83021,LONDON ROAD MEDICAL PRACTICE,QWE
H83022,THORNTON HEATH HEALTH CENTRE,QWE
H83023,MORLAND ROAD SURGERY,QWE
H83024,WOODCOTE MEDICAL,QWE
H83028,ADDINGTON MEDICAL PRACTICE,QWE
H83029,HARTLAND WAY SURGERY,QWE
H83030,BROOM ROAD MEDICAL PRACTICE,QWE
H83031,THE HALING PARK PARTNERSHIP,QWE
H83033,ASHBURTON PARK MEDICAL CENTRE,QWE
H83034,THE WHITEHORSE PRACTICE,QWE
H83037,AUCKLAND SURGERY,QWE
H83039,STOVELL HOUSE SURGERY,QWE
H83040,MITCHLEY AVENUE SURGERY,QWE
H83042,LEANDER ROAD SURGERY,QWE
H83043,SHIRLEY MEDICAL CENTRE,QWE
H83044,EAST CROYDON MEDICAL CENTRE,QWE
H83049,HEADLEY DRIVE SURGERY,QWE
H83050,THE MOORINGS MEDICAL PRACTICE,QWE
H83051,THORNTON & VALLEY PARK SURGERY,QWE
H83052,BRAMLEY AVENUE SURGERY,QWE
H83053,PARCHMORE MEDICAL CENTRE,QWE
H83608,BRIGSTOCK FAMILY PRACTICE,QWE
H83609,MERSHAM MEDICAL CENTRE,QWE
H83611,SELHURST MEDICAL PRACTICE,QWE
H83624,FAIRVIEW MEDICAL CENTRE,QWE
H83625,BROUGHTON CORNER MEDICAL CENTRE,QWE
H83627,BIRDHURST MEDICAL PRACTICE,QWE
H83631,GREENSIDE MEDICAL PRACTICE,QWE
H84002,BROCKBANK (PARK ROAD),QWE
H84005,BATES (PARKSHOT MEDICAL PRACTICE),QWE
H84006,RICHMOND MEDICAL GROUP,QWE
H84007,JACKSON (ACORN),QWE
H84010,CANBURY MEDICAL CENTRE,QWE
H84012,YORK MEDICAL PRACTICE,QWE
H84014,LEE (PARADISE ROAD),QWE
H84015,BRUNSWICK SURGERY,QWE
H84016,THE GROVES MEDICAL CENTRE,QWE
H84017,HUDSON (SEYMOUR HOUSE),QWE
H84018,BHATIA (BROAD LANE),QWE
H84020,FAIRHILL MEDICAL PRACTICE,QWE
H84023,FLOOD (ESSEX HOUSE),QWE
H84025,HOOK SURGERY,QWE
H84027,CHURCHILL MEDICAL CENTRE,QWE
H84030,CENTRAL SURGERY,QWE
H84031,JUBILEE SURGERY,QWE
H84032,O'FLYNN (HAMPTON WICK),QWE
H84033,ST ALBANS MEDICAL CENTRE,QWE
H84034,THE ORCHARD PRACTICE,QWE
H84039,O'DONNELL (CROSS DEEP),QWE
H84040,HAMPTON MEDICAL CENTRE,QWE
H84041,THE VINEYARD SURGERY,QWE
H84042,HOLMWOOD CORNER SURGERY,QWE
H84044,SOOD (THE GREEN & FIR ROAD),QWE
H84048,JOHAL (TWICKENHAM PARK),QWE
H84050,CHESSINGTON PARK SURGERY,QWE
H84051,ROSELAWN,QWE
H84053,BERRYLANDS SURGERY,QWE
H84054,RED LION ROAD SURGERY,QWE
H84055,JOHNSON (SHEEN LANE),QWE
H84057,SARAJLIC (STAINES ROAD),QWE
H84059,CHILDS (THAMESIDE),QWE
H84060,SMITH (RICHMOND LOCK),QWE
H84061,KINGSTON HEALTH CENTRE,QWE
H84062,LANGLEY MEDICAL PRACTICE,QWE
H84618,SUNRAY SURGERY,QWE
H84619,CLAREMONT MEDICAL CENTRE,QWE
H84623,HAMPTON HILL MEDICAL CENTRE,QWE
H84625,KUDRA (WOODLAWN),QWE
H84629,VILLAGE SURGERY,QWE
H84630,CRANE PARK SURGERY,QWE
H84632,PALACCI (CASTELNAU),QWE
H84635,MANOR DRIVE MEDICAL CENTRE,QWE
H84639,FITZMAURICE (KEW),QWE
H85001,WANDSWORTH MEDICAL CENTRE,QWE
H85002,THE FALCON ROAD MEDICAL CENTRE,QWE
H85003,QUEENSTOWN ROAD MEDICAL PRACTICE,QWE
H85005,TRINITY MEDICAL CENTRE,QWE
H85006,MAYFIELD SURGERY,QWE
H85007,DR KOONER AND PARTNERS,QWE
H85008,THE ROEHAMPTON SURGERY,QWE
H85009,BEDFORD HILL FAMILY PRACTICE,QWE
H85011,THE GREYSWOOD PRACTICE,QWE
H85012,PUTNEYMEAD GROUP MEDICAL PRACTICE,QWE
H85018,THE SURGERY - 48 MULGRAVE ROAD,QWE
H85020,THE NELSON MEDICAL PRACTICE,QWE
H85021,THE CHESSER SURGERY,QWE
H85022,PARK ROAD MEDICAL CENTRE,QWE
H85023,BISHOPSFORD ROAD SURGERY,QWE
H85024,THE MITCHAM MEDICAL CENTRE.,QWE
H85025,THE WRYTHE GREEN SURGERY,QWE
H85026,FRANCIS GROVE SURGERY,QWE
H85027,WIMBLEDON VILLAGE PRACTICE,QWE
H85028,WIMBLEDON MEDICAL PRACTICE,QWE
H85029,WIDE WAY MEDICAL CENTRE,QWE
H85030,THE OLD COURT HOUSE SURGERY,QWE
H85031,BENHILL & BELMONT PRACTICE,QWE
H85032,CARSHALTON FIELDS SURGERY,QWE
H85033,TAMWORTH HOUSE MEDICAL CENTRE.,QWE
H85035,ROWANS SURGERY,QWE
H85037,MORDEN HALL MEDICAL CENTRE,QWE
H85038,CRICKET GREEN MEDICAL PRACTICE,QWE
H85041,EARLSFIELD SURGERY,QWE
H85045,BRIDGE LANE GROUP PRACTICE,QWE
H85047,CHATFIELD MEDICAL CENTRE,QWE
H85048,BROCKLEBANK GROUP PRACTICE,QWE
H85049,BATTERSEA RISE GROUP PRACTICE,QWE
H85051,LAMBTON ROAD MEDICAL PRACTICE,QWE
H85052,STREATHAM PARK SURGERY,QWE
H85053,THE SURGERY-181 CARSHALTON ROAD,QWE
H85055,WEST BARNES SURGERY,QWE
H85057,ELBOROUGH STREET SURGERY,QWE
H85061,THE HEATHBRIDGE PRACTICE,QWE
H85063,CHEAM GP CENTRE,QWE
H85065,THE ALTON PRACTICE,QWE
H85066,BALHAM PARK SURGERY,QWE
H85067,DANEBURY AVENUE SURGERY,QWE
H85069,LAVENDER HILL GROUP PRACTICE,QWE
H85070,CENTRAL MEDICAL CENTRE,QWE
H85075,THE HAIDER PRACTICE,QWE
H85076,STONECOT SURGERY,QWE
H85077,BOLINGBROKE MEDICAL CENTRE (THMP),QWE
H85078,MITCHAM FAMILY PRACTICE,QWE
H85082,TRIANGLE SURGERY,QWE
H85087,OPEN DOOR SURGERY,QWE
H85088,CLAPHAM JUNCTION MEDICAL PRACTICE,QWE
H85090,FIGGES MARSH SURGERY,QWE
H85092,RIVERHOUSE MEDICAL PRACTICE,QWE
H85095,THE HEALTH CENTRE,QWE
H85100,ST PAUL'S COTTAGE PRACTICE,QWE
H85101,GRAND DRIVE SURGERY,QWE
H85103,HACKBRIDGE MEDICAL CENTRE,QWE
H85105,CHEAM FAMILY PRACTICE,QWE
H85110,RAVENSBURY PARK MEDICAL CENTRE,QWE
H85111,BATTERSEA FIELDS PRACTICE,QWE
H85112,THE VINEYARD HILL ROAD SURGERY,QWE
H85113,DR SUGUMAR AND PARTNER,QWE
H85114,THURLEIGH ROAD PRACTICE,QWE
H85115,SHOTFIELD MEDICAL PRACTICE,QWE
H85116,MANOR PRACTICE,QWE
H85618,JAMES O'RIORDAN MEDICAL CENTRE,QWE
H85634,THE MERTON MEDICAL PRACTICE,QWE
H85637,BALHAM HEALTH CENTRE,QWE
H85649,COLLIERS WOOD SURGERY,QWE
H85653,WALLINGTON FAMILY PRACTICE,QWE
H85656,ALEXANDRA SURGERY,QWE
H85659,BEGG PRACTICE,QWE
H85662,THE BEECHES SURGERY,QWE
H85664,TOOTING BEC SURGERY,QWE
H85665,WALLINGTON MEDICAL CENTRE,QWE
H85680,TOOTING SOUTH MEDICAL CENTRE,QWE
H85682,TUDOR LODGE HEALTH CENTRE,QWE
H85683,FACCINI HOUSE SURGERY,QWE
H85686,THE GROVE ROAD PRACTICE,QWE
H85691,NIGHTINGALE HOUSE,QWE
H85693,GREEN WRYTHE SURGERY,QWE
H85695,THE PRACTICE FURZEDOWN,QWE
J81002,ORCHID HOUSE SURGERY,QVV
J81003,WINTON HEALTH CENTRE,QVV
J81004,POOLE ROAD MEDICAL CENTRE,QVV
J81005,BRIDPORT MEDICAL CENTRE,QVV
J81006,THE ADAM PRACTICE,QVV
J81009,ROYAL MANOR HEALTH CARE,QVV
J81010,SWANAGE MEDICAL PRACTICE,QVV
J81011,WAREHAM SURGERY,QVV
J81012,PARKSTONE TOWER PRACTICE,QVV
J81013,CANFORD HEATH GROUP PRACT,QVV
J81014,WESTBOURNE MEDICAL CENTRE,QVV
J81016,QUEENS AVENUE SURGERY,QVV
J81017,YETMINSTER MEDICAL CENTRE,QVV
J81018,BEAUFORT ROAD SURGERY,QVV
J81019,THE BLANDFORD GROUP PRACTICE,QVV
J81020,BERE REGIS SURGERY,QVV
J81021,SHELLEY MANOR HOLDENHURST MEDICAL CENTRE,QVV
J81022,WEST MOORS VILLAGE SURGERY,QVV
J81025,THE WELLBRIDGE PRACTICE,QVV
J81027,ROYAL CRESCENT SURGERY,QVV
J81028,HIGHCLIFFE MEDICAL CENTRE,QVV
J81029,THE APPLES MEDICAL CENTRE,QVV
J81030,THE VERWOOD SURGERY,QVV
J81033,TALBOT MEDICAL CENTRE,QVV
J81034,QUARTERJACK SURGERY,QVV
J81035,MILTON ABBAS SURGERY,QVV
J81036,THE ROSEMARY HEALTH CTR,QVV
J81039,MOORDOWN MEDICAL CENTRE,QVV
J81041,THE HADLEIGH PRACTICE,QVV
J81042,VILLAGE SURGERY,QVV
J81044,HEATHERVIEW MEDICAL CTR.,QVV
J81045,KINSON ROAD MEDICAL CENTRE,QVV
J81046,THE HARVEY PRACTICE,QVV
J81047,JAMES FISHER MEDICAL CENTRE,QVV
J81048,WESSEX ROAD SURGERY,QVV
J81049,THE MARINE & OAKRIDGE PARTNERSHIP,QVV
J81051,WYKE REGIS & LANEHOUSE MEDICAL PRACTICE,QVV
J81052,LIFEBOAT QUAY MEDICAL CENTRE,QVV
J81053,CERNE ABBAS SURGERY,QVV
J81054,LILLIPUT SURGERY,QVV
J81056,CHRISTCHURCH MEDICAL PRACTICE,QVV
J81057,FARMHOUSE SURGERY,QVV
J81058,THE CRANBORNE PRACTICE,QVV
J81059,SOUTHBOURNE PRACTICE,QVV
J81061,PENNY'S HILL PRACTICE,QVV
J81062,ST ALBANS MEDICAL CENTRE,QVV
J81064,POOLE TOWN SURGERY,QVV
J81066,STOUR SURGERY,QVV
J81067,LITTLEDOWN SURGERY,QVV
J81068,ATRIUM HEALTH CENTRE,QVV
J81070,THE BANKS & BEARWOOD MEDICAL CENTRE,QVV
J81071,LEYBOURNE SURGERY,QVV
J81072,THE PANTON PRACTICE,QVV
J81073,THE BRIDGES MEDICAL CTR.,QVV
J81074,BARTON HOUSE MED PRACTICE,QVV
J81075,CROSS ROAD SURGERY,QVV
J81076,THE TOLLERFORD PRACTICE,QVV
J81077,WALFORD MILL MEDICAL CENTRE,QVV
J81078,THE GROVE MEDICAL CENTRE,QVV
J81081,GILLINGHAM MEDICAL PRACTICE,QVV
J81082,POUNDBURY DOCTORS SURGERY,QVV
J81083,SIXPENNY HANDLEY SURGERY,QOX
J81086,EVERGREEN OAK SURGERY,QVV
J81087,THE BIRCHWOOD PRACTICE,QVV
J81609,MALTHOUSE MEADOWS SURGERY,QVV
J81612,CORFE CASTLE SURGERY,QVV
J81613,THE DORCHESTER RD SURGERY,QVV
J81616,PUDDLETOWN SURGERY,QVV
J81620,BLACKMORE VALE PARTNERSHIP,QVV
J81621,THE BARCELLOS FAMILY PRACTICE,QVV
J81625,DENMARK ROAD MEDICAL CENTRE,QVV
J81626,FORDINGTON SURGERY,QVV
J81628,CHARMOUTH MEDICAL PRACTICE,QVV
J81631,SANDFORD SURGERY,QVV
J81633,WOODLEA HOUSE SURGERY,QVV
J81634,CRESCENT PROVIDENCE SURGERY,QVV
J81637,THE PRINCE OF WALES SURGERY,QVV
J81644,THE OLD DISPENSARY,QVV
J81646,GROVE SURGERY,QVV
J81647,LYME BAY MEDICAL PRACTICE,QVV
J81648,DR NEWMAN,QVV
J82001,BURGESS ROAD SURGERY,QRL
J82002,LORDSHILL HEALTH CENTRE,QRL
J82005,ROWLANDS CASTLE SURGERY,QRL
J82006,GOSPORT MEDICAL CENTRE,QRL
J82007,COASTAL MEDICAL PARTNERSHIP,QRL
J82008,WEST END SURGERY,QRL
J82009,EMSWORTH SURGERY,QRL
J82010,THE BOSMERE MEDICAL PRACTICE,QRL
J82012,PORTCHESTER PRACTICE,QRL
J82015,GIFFARD DRIVE SURGERY,QNQ
J82016,STOCKBRIDGE SURGERY,QRL
J82017,THE ANDOVER HEALTH CENTRE MEDICAL PRACT,QRL
J82018,STOKEWOOD SURGERY,QRL
J82019,THE FRYERN SURGERY,QRL
