date,id,name,y_items,y_actual_cost,x_items,x_actual_cost,,,
01/11/2019,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,9,7360.49,0,0,,,
01/11/2019,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1,1003.7,0,0,,,
01/11/2019,QNX,NHS SUSSEX INTEGRATED CARE BOARD,7,7025.91,0,0,,,
01/11/2019,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,2,2007.4,0,0,,,
01/12/2019,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/12/2019,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2,2007.77,0,0,,,
01/12/2019,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,0,0,0,0,,,
01/12/2019,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,0,0,0,0,,,
01/12/2019,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/12/2019,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",3,4015.54,0,0,,,
01/12/2019,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,10,9866.22,0,0,,,
01/12/2019,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,1,1003.89,0,0,,,
01/12/2019,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,0,0,0,0,,,
01/12/2019,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1,669.26,0,0,,,
01/12/2019,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/12/2019,QJK,NHS DEVON INTEGRATED CARE BOARD,1,1003.89,0,0,,,
01/12/2019,QVV,NHS DORSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/12/2019,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,0,0,0,0,,,
01/12/2019,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2,1673.15,0,0,,,
01/12/2019,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,0,0,0,0,,,
01/12/2019,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,0,0,0,0,,,
01/12/2019,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,1,669.26,0,0,,,
01/12/2019,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1,1003.89,0,0,,,
01/12/2019,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1,1003.89,0,0,,,
01/12/2019,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,4,1338.54,0,0,,,
01/12/2019,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1,669.26,0,0,,,
01/12/2019,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",20,14114.49,0,0,,,
01/12/2019,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,5,4350.19,0,0,,,
01/12/2019,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1,1003.89,0,0,,,
01/12/2019,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2,2007.78,0,0,,,
01/12/2019,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/12/2019,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,4,4015.55,0,0,,,
01/12/2019,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,1,1003.89,0,0,,,
01/12/2019,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/12/2019,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,6,5769.69,0,0,,,
01/12/2019,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/12/2019,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",0,0,0,0,,,
01/12/2019,QSL,NHS SOMERSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/12/2019,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,1,334.64,0,0,,,
01/12/2019,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/12/2019,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1,1003.89,0,0,,,
01/12/2019,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,0,0,0,0,,,
01/12/2019,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,9,6023.36,0,0,,,
01/12/2019,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1,1003.89,0,0,,,
01/12/2019,QNX,NHS SUSSEX INTEGRATED CARE BOARD,5,4765.81,0,0,,,
01/12/2019,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,2,2007.77,0,0,,,
01/01/2020,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/01/2020,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1,1004.21,0,0,,,
01/01/2020,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,0,0,0,0,,,
01/01/2020,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,0,0,0,0,,,
01/01/2020,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/01/2020,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",3,3032.62,0,0,,,
01/01/2020,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,8,8160.16,0,0,,,
01/01/2020,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,1,1004.21,0,0,,,
01/01/2020,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,0,0,0,0,,,
01/01/2020,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,2,1338.95,0,0,,,
01/01/2020,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/01/2020,QJK,NHS DEVON INTEGRATED CARE BOARD,4,4103.33,0,0,,,
01/01/2020,QVV,NHS DORSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/01/2020,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,0,0,0,0,,,
01/01/2020,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2,1673.68,0,0,,,
01/01/2020,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,0,0,0,0,,,
01/01/2020,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,0,0,0,0,,,
01/01/2020,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/01/2020,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1,1004.21,0,0,,,
01/01/2020,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1,1004.21,0,0,,,
01/01/2020,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,2,669.48,0,0,,,
01/01/2020,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1,674.47,0,0,,,
01/01/2020,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",29,20813.69,0,0,,,
01/01/2020,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,4,3682.1,0,0,,,
01/01/2020,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2,2008.41,0,0,,,
01/01/2020,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,3,3012.62,0,0,,,
01/01/2020,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/01/2020,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,5,4686.3,0,0,,,
01/01/2020,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,3,3682.08,0,0,,,
01/01/2020,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/01/2020,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,12,11337.76,0,0,,,
01/01/2020,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,1,669.47,0,0,,,
01/01/2020,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",0,0,0,0,,,
01/01/2020,QSL,NHS SOMERSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/01/2020,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,6,4381.58,0,0,,,
01/01/2020,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/01/2020,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1,1004.21,0,0,,,
01/01/2020,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,0,0,0,0,,,
01/01/2020,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,8,7029.47,0,0,,,
01/01/2020,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1,1004.21,0,0,,,
01/01/2020,QNX,NHS SUSSEX INTEGRATED CARE BOARD,8,8073.66,0,0,,,
01/01/2020,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1,1004.21,0,0,,,
01/02/2020,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/02/2020,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1,1005.28,0,0,,,
01/02/2020,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,0,0,0,0,,,
01/02/2020,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,0,0,0,0,,,
01/02/2020,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/02/2020,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",4,5026.38,0,0,,,
01/02/2020,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,9,8869.91,0,0,,,
01/02/2020,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,0,0,0,0,,,
01/02/2020,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,0,0,0,0,,,
01/02/2020,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1,670.19,0,0,,,
01/02/2020,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/02/2020,QJK,NHS DEVON INTEGRATED CARE BOARD,2,2097.06,0,0,,,
01/02/2020,QVV,NHS DORSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/02/2020,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,0,0,0,0,,,
01/02/2020,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,1,1005.28,0,0,,,
01/02/2020,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,0,0,0,0,,,
01/02/2020,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,0,0,0,0,,,
01/02/2020,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,1,670.19,0,0,,,
01/02/2020,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1,1005.28,0,0,,,
01/02/2020,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/02/2020,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,2,670.2,0,0,,,
01/02/2020,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1,670.19,0,0,,,
01/02/2020,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",20,15434.33,0,0,,,
01/02/2020,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,3,2680.75,0,0,,,
01/02/2020,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,0,0,0,0,,,
01/02/2020,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2,2010.56,0,0,,,
01/02/2020,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/02/2020,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2,2010.56,0,0,,,
01/02/2020,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,3,3686.01,0,0,,,
01/02/2020,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/02/2020,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,5,4442.71,0,0,,,
01/02/2020,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/02/2020,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",0,0,0,0,,,
01/02/2020,QSL,NHS SOMERSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/02/2020,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,3,2375.66,0,0,,,
01/02/2020,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/02/2020,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1,1005.28,0,0,,,
01/02/2020,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,0,0,0,0,,,
01/02/2020,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,7,4691.33,0,0,,,
01/02/2020,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1,1005.28,0,0,,,
01/02/2020,QNX,NHS SUSSEX INTEGRATED CARE BOARD,4,3706.03,0,0,,,
01/02/2020,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,2,2091.55,0,0,,,
01/03/2020,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/03/2020,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1,1003.22,0,0,,,
01/03/2020,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,0,0,0,0,,,
01/03/2020,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,0,0,0,0,,,
01/03/2020,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/03/2020,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2,3009.65,0,0,,,
01/03/2020,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,10,10438.61,0,0,,,
01/03/2020,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,1,1003.22,0,0,,,
01/03/2020,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,0,0,0,0,,,
01/03/2020,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1,668.82,0,0,,,
01/03/2020,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1,334.42,0,0,,,
01/03/2020,QJK,NHS DEVON INTEGRATED CARE BOARD,3,3009.66,0,0,,,
01/03/2020,QVV,NHS DORSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/03/2020,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,0,0,0,0,,,
01/03/2020,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,1,1003.22,0,0,,,
01/03/2020,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,0,0,0,0,,,
01/03/2020,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,0,0,0,0,,,
01/03/2020,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/03/2020,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,0,0,0,0,,,
01/03/2020,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,2,2092.94,0,0,,,
01/03/2020,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,2,668.83,0,0,,,
01/03/2020,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1,678.82,0,0,,,
01/03/2020,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",28,24263.87,0,0,,,
01/03/2020,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,5,4347.3,0,0,,,
01/03/2020,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2,2006.44,0,0,,,
01/03/2020,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2,2006.44,0,0,,,
01/03/2020,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/03/2020,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,3,2340.86,0,0,,,
01/03/2020,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2,3090.64,0,0,,,
01/03/2020,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/03/2020,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,6,6186.81,0,0,,,
01/03/2020,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/03/2020,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",0,0,0,0,,,
01/03/2020,QSL,NHS SOMERSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/03/2020,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,4,3678.49,0,0,,,
01/03/2020,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/03/2020,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2,2006.44,0,0,,,
01/03/2020,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,0,0,0,0,,,
01/03/2020,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,7,6688.15,0,0,,,
01/03/2020,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1,1003.22,0,0,,,
01/03/2020,QNX,NHS SUSSEX INTEGRATED CARE BOARD,8,8025.77,0,0,,,
01/03/2020,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,2,2006.44,0,0,,,
01/04/2020,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/04/2020,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1,1003.96,0,0,,,
01/04/2020,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,0,0,0,0,,,
01/04/2020,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,0,0,0,0,,,
01/04/2020,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/04/2020,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2,2007.92,0,0,,,
01/04/2020,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,9,8666.82,0,0,,,
01/04/2020,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,1,1003.96,0,0,,,
01/04/2020,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,0,0,0,0,,,
01/04/2020,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1,669.31,0,0,,,
01/04/2020,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2,669.32,0,0,,,
01/04/2020,QJK,NHS DEVON INTEGRATED CARE BOARD,3,3098.38,0,0,,,
01/04/2020,QVV,NHS DORSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/04/2020,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,0,0,0,0,,,
01/04/2020,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2,1754.26,0,0,,,
01/04/2020,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,0,0,0,0,,,
01/04/2020,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,0,0,0,0,,,
01/04/2020,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,1,669.31,0,0,,,
01/04/2020,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,0,0,0,0,,,
01/04/2020,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1,1072.96,0,0,,,
01/04/2020,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,2,669.32,0,0,,,
01/04/2020,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1,669.31,0,0,,,
01/04/2020,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",24,18592.48,0,0,,,
01/04/2020,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,5,4685.15,0,0,,,
01/04/2020,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1,1033.96,0,0,,,
01/04/2020,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2,2007.92,0,0,,,
01/04/2020,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/04/2020,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,3,3011.88,0,0,,,
01/04/2020,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2,1673.27,0,0,,,
01/04/2020,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/04/2020,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,7,6779.56,0,0,,,
01/04/2020,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,1,669.31,0,0,,,
01/04/2020,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",0,0,0,0,,,
01/04/2020,QSL,NHS SOMERSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/04/2020,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,5,3741.2,0,0,,,
01/04/2020,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/04/2020,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1,1003.96,0,0,,,
01/04/2020,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,0,0,0,0,,,
01/04/2020,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,4,4350.49,0,0,,,
01/04/2020,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1,1003.96,0,0,,,
01/04/2020,QNX,NHS SUSSEX INTEGRATED CARE BOARD,7,7362.37,0,0,,,
01/04/2020,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1,1003.96,0,0,,,
01/05/2020,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/05/2020,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1,1003.82,0,0,,,
01/05/2020,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,0,0,0,0,,,
01/05/2020,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,0,0,0,0,,,
01/05/2020,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/05/2020,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2,3011.44,0,0,,,
01/05/2020,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,8,7854.46,0,0,,,
01/05/2020,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,1,1003.82,0,0,,,
01/05/2020,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,0,0,0,0,,,
01/05/2020,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1,669.22,0,0,,,
01/05/2020,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2,1338.43,0,0,,,
01/05/2020,QJK,NHS DEVON INTEGRATED CARE BOARD,2,2007.64,0,0,,,
01/05/2020,QVV,NHS DORSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/05/2020,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,0,0,0,0,,,
01/05/2020,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,1,1003.82,0,0,,,
01/05/2020,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,0,0,0,0,,,
01/05/2020,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,0,0,0,0,,,
01/05/2020,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/05/2020,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,0,0,0,0,,,
01/05/2020,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1,1090.32,0,0,,,
01/05/2020,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,2,669.23,0,0,,,
01/05/2020,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1,669.22,0,0,,,
